PID,Sale_Price
527145080,185956.62
527162130,195142.22
527166040,166719.75
527358140,206525.5
527358200,178118.33
527402200,155222.23
527454200,134590.23
528108120,343582.9
528112020,297160.12
528120100,230109.61
528175010,221461.0
528181050,216454.86
528188120,172302.64
528231020,170019.36
528240130,192319.0
528344070,353491.84
528358010,238095.69
528382030,209636.61
528458070,198806.88
528458110,250813.86
528477080,228708.75
531451280,203938.81
531452020,129053.875
531452050,122671.18
531453010,146463.3
531453040,165505.31
531477050,88350.73
532354090,148501.3
532377100,131458.39
532378110,146130.69
532479070,186159.61
533130020,224651.81
533205060,228800.38
533208090,183754.05
533210060,171712.42
533212010,151146.44
533213030,257421.3
533221090,163102.78
533221110,177050.36
533223020,165156.08
533253210,195985.97
534152070,198924.28
534152100,186720.05
534403410,161824.86
534427010,143020.66
534430080,138544.62
534431050,190336.53
534475100,133015.47
534476260,174446.12
535101020,161118.95
535125010,267759.6
535154050,116319.15
535179020,189565.55
535302200,132483.12
535325400,95377.875
535350030,153121.05
535353190,119407.51
535377090,141999.72
535457010,144722.3
902104060,86158.414
902128170,103745.086
902402010,145806.19
902402130,107687.695
903425110,140071.38
903430080,117742.39
903450110,106295.03
903476030,138477.78
904302260,113230.195
905107320,140799.16
905202090,134232.08
905378040,132492.47
905453040,169597.67
906201120,234041.36
906378100,246876.6
906380190,193661.64
906385010,196328.67
906402200,364389.94
906477110,157041.77
907200340,131565.12
907203070,130784.13
907262050,220783.02
907280040,234438.33
907290170,144293.14
907401090,256353.89
907414030,189819.89
908102110,90027.0
908102130,120376.18
908102170,145872.67
908103350,129497.22
908203100,98760.63
908275300,145576.52
909176140,146519.31
909455030,188674.75
910205120,114556.625
911202100,80899.93
911370510,264678.94
914476520,213730.17
914478045,153189.7
923204150,154860.12
923228270,77187.55
924151040,285549.4
924152030,199147.31
526302110,121228.24
526355080,366371.25
527105130,263994.0
527108070,353141.1
527110020,165648.7
527162120,188287.92
527163130,176409.39
527164090,161118.64
527165130,163410.73
527258020,259637.81
527301320,244803.58
527356040,140818.48
527359180,175174.48
527364030,236431.9
527375180,154827.05
527376100,148534.3
527402220,134555.84
527404020,131474.31
527405130,109776.8
527405180,122021.04
527425060,107049.055
527451650,116962.33
527452060,125067.766
527453050,141157.19
527454130,135981.44
527455050,145483.53
527455060,143455.61
527455090,121098.13
527455240,119120.086
528108010,264976.22
528108020,350514.25
528108070,351415.94
528108140,373506.8
528110020,527739.56
528110090,481320.84
528138010,314339.4
528142150,245592.78
528174060,199905.02
528180120,352451.7
528180130,246445.4
528186010,305412.88
528188060,174728.0
