PID,Sale_Price
526350040,116853.4
527145080,184728.34
527146030,240811.34
527166040,164439.72
527216070,413767.38
527258010,310090.53
527302110,225808.27
527404120,128416.32
527453150,117090.23
527454200,141460.4
528112020,291885.9
528120060,404725.9
528120120,295712.97
528175010,220078.16
528176070,335284.06
528180070,292160.78
528181050,216188.94
528188120,168421.38
528240130,193443.1
528344070,334464.25
528358010,235381.94
528445060,228805.17
528477080,232396.61
528480090,236534.97
531380080,249481.03
531452020,126200.37
531452180,208166.34
531453040,160148.33
532351140,132806.33
532376160,137132.16
532377060,118314.195
532377100,128959.016
532479070,185855.03
533205060,231874.36
533210060,166121.4
533213030,243988.98
533223020,169190.56
533238045,288383.0
533244030,252690.39
533253060,160389.05
534102025,231181.7
534151175,257481.94
534475100,124944.98
535152250,145162.4
535154050,120904.15
535302200,125206.2
535453070,157819.33
535457010,138382.72
535457090,141853.4
535477020,150749.4
902104060,86881.14
902106130,93404.27
902106140,108809.23
902110090,137850.45
902125080,97381.1
902206130,122273.83
902206240,113605.64
902327040,120208.8
902329030,196939.27
903228150,133360.08
903426200,149747.25
903450110,107942.484
903476030,137232.25
905101310,123217.21
905102060,134511.19
905104210,123489.664
905106140,149733.11
905107110,174223.0
905325030,232394.61
905378040,134475.78
905452110,122106.14
905453080,247426.72
905475510,106270.5
906201030,164263.86
906223090,235751.94
906380190,192903.67
906385020,192137.14
906402200,343344.78
907125090,149904.86
907200290,151416.53
907203070,127228.15
907290240,143870.61
908102110,92831.305
908102130,107868.29
908102300,89780.414
909452114,206103.05
909455040,176521.97
911128180,81229.5
911202100,85403.01
914467040,262489.0
916386010,219949.11
916386020,183014.61
916455170,223542.83
923226320,83499.61
923228270,80290.336
923276250,149169.84
924151040,288787.84
526355080,375267.4
527131030,257014.1
527146010,244145.39
527162120,188711.1
527163040,181077.11
527164020,152588.1
527165130,163091.11
527326040,173799.5
527353060,255279.45
527359050,157639.58
527359180,184377.39
527401160,126685.73
527403040,151712.98
527405130,107086.836
527405160,108913.875
527452060,128828.23
527453050,142834.47
527455090,121290.23
528102040,348934.0
528104070,483849.34
528106020,487733.06
528108130,393149.03
528110020,496254.53
528142040,339963.7
528142130,254005.97
528174070,190998.95
528176030,478016.25
528180130,242726.67
528186180,222726.53
528228455,172271.75
528235090,208739.47
528250020,195344.23
528290030,173261.81
528290190,171166.98
528294050,173655.36
528327070,353227.66
528344040,336691.34
528365070,314029.28
528390210,224811.47
528456240,190982.19
528458020,217471.42
528458140,284939.5
528458160,373903.12
528477050,324662.7
528480130,216573.8
531369010,210037.25
531369020,249638.81
531371050,190363.03
531375040,169081.05
531375090,135119.45
531375130,161715.0
531379050,232947.12
531453100,160446.58
531479020,74156.914
532376110,131004.46
532378180,110317.81
533206020,257253.69
533213010,211035.75
533236050,208355.81
534125080,155962.08
534128100,153953.62
534128190,243231.83
534151120,239902.23
534152120,160853.03
534250400,191091.14
534275060,127353.43
534276040,121728.73
534400050,164115.27
534426110,141998.5
534450150,81277.7
534475250,171618.78
534477110,158168.3
535101120,131324.31
535125090,210789.95
535126010,195245.16
535126100,126152.36
535150070,127496.34
535151040,144583.78
535175050,141474.44
535178120,139566.67
535300120,161920.56
535351050,176878.05
535353040,143479.69
535353060,118767.08
535353140,90470.164
535354100,142959.03
535377150,104573.63
535378120,113210.12
535383060,49039.215
535383070,112809.62
535383110,92525.49
535383120,71735.13
535402010,182668.66
535403190,148726.94
535451170,92223.94
535451250,144333.19
535454100,126738.414
535475010,144456.84
902101010,105054.94
902103100,123074.63
902103120,132584.73
902105060,121937.984
902109130,83216.59
902134120,101021.64
902135020,78595.04
902204080,81166.47
902207170,89173.53
902300090,92466.74
902325070,125844.26
902329080,115757.09
902402150,92728.93
903200080,207096.47
903201020,124122.64
903202170,130662.7
903226130,110506.51
903227090,116377.74
903228120,116555.9
903230100,112730.36
903232060,99159.56
903425245,183729.34
903451090,144580.61
903475100,116809.836
903484110,123853.75
904301070,150220.84
904301375,48914.83
905108190,135868.8
905200220,124906.73
905200350,150619.22
905377010,133496.11
905377130,108288.414
905402060,117544.25
905402070,109690.25
905451300,113110.4
905452050,84473.57
905476230,130198.234
906226090,138241.58
906230010,299904.94
906230030,283023.4
906378110,227341.78
906380050,215793.86
906380100,270893.12
906392110,250666.56
906475070,168272.55
907126050,142111.48
907192030,182901.2
907194010,218574.88
907194110,188190.8
907196060,209161.12
907201280,139026.0
907202080,137955.8
907227110,133683.0
907252060,248552.94
907253130,325062.66
907260030,188271.77
907290090,199070.03
907290180,140547.08
907410130,265636.34
907412020,192035.47
907414020,198361.27
907414080,169407.89
908102290,108635.66
908151050,142051.33
908275040,117323.17
908276150,77373.72
909101140,137974.61
909175080,53691.59
909250220,138760.81
909253010,158844.77
909276110,159049.1
909276200,152203.53
909425060,174825.02
909452050,199354.25
910204050,151840.94
912251110,47151.836
914465020,271784.6
914465055,235286.77
914476430,156256.4
916176125,253015.45
916382110,325690.7
916403200,221689.22
921128050,413196.78
923203110,169431.8
923203190,177951.1
923228110,81001.76
923228150,94697.66
923230200,128884.266
923252075,141875.05
