PID,Sale_Price
526351010,156586.53
527105030,191222.58
527146030,251184.4
527163010,168231.95
527276150,107346.45
527358140,205816.28
527368020,208284.1
527403020,137383.88
527452190,140877.86
527453130,143145.38
528108120,365585.6
528138060,198975.89
528218150,170315.86
528382020,293030.28
528458070,204494.84
528458110,252900.86
528477080,220101.88
528480090,236830.22
531367050,227901.4
531369060,184709.31
531380080,251817.84
531453010,146383.98
532378110,147080.02
533205060,230406.94
533210060,169997.16
533212060,153444.98
533213030,256917.05
533221110,180309.75
533352170,167331.1
534102025,227598.42
534152050,215486.61
534152070,206433.14
534176060,177474.67
534202160,142828.2
534401110,146415.53
534401140,174364.95
534403410,159951.88
534430080,135945.78
535125010,270912.75
535152010,126954.23
535153070,129480.17
535154050,115866.44
535175070,136883.77
535325400,101109.83
535327140,106602.42
535350030,148529.48
535350040,135502.97
535353190,120570.46
535456110,135914.4
902128170,108897.88
902206220,158934.77
902207130,47530.816
902207140,104360.73
902401060,88950.734
902403070,155620.06
903227020,128882.664
903227150,136419.56
904100140,236873.81
904302260,97133.83
904350045,95126.336
905101100,95075.82
905101300,123734.984
905102060,129480.3
905103060,172656.95
905105070,153820.66
905107250,149552.58
905109130,290320.7
905378040,128677.32
905426200,144460.42
905452110,124161.12
905475510,112557.62
906223090,230321.03
906402200,324903.03
906477110,149348.06
907200280,157905.75
907200290,154943.0
907250030,322041.5
907262050,216720.7
907290040,199331.81
907290240,143815.19
907410080,209764.2
908102060,63623.07
908102130,107242.9
908152080,127948.98
908275300,148260.03
909100110,118935.4
909176150,122292.95
909250060,193881.55
909426080,184354.53
909428280,297642.56
909455040,177681.3
909475140,271031.9
910202060,111221.87
911204090,89329.805
911370510,266933.75
914467040,267379.62
914476520,206579.86
914478045,145731.81
916386010,214233.61
916386060,154875.92
916386090,263950.47
923202105,175293.81
923204150,138794.97
923225300,93824.77
923226320,82508.23
923228370,93331.17
923251080,139026.53
923276030,133648.97
923276250,154160.05
923426070,138699.42
924100050,142095.08
526302110,119642.44
527127100,344954.97
527164060,167198.06
527165130,157586.67
527180100,171920.69
527258020,266846.97
527356040,152761.8
527365030,246280.7
527375180,152244.05
527375210,155139.2
527376100,146644.86
527401160,131185.86
527404020,129642.66
527404030,148423.7
527425060,110430.55
527425110,122004.055
527451110,118245.5
527451640,113448.43
527451650,118915.77
527453050,147557.7
527453060,145511.42
527453140,144610.53
527454130,139212.4
527455240,115647.08
528102140,458057.38
528108020,341731.7
528108130,384974.97
528110090,450435.3
528118060,382070.12
528142040,342919.06
528175060,199639.81
528186010,323044.6
528188020,177581.17
528218090,169691.19
528221060,165023.34
528228450,187791.89
528228460,168520.19
528250020,196286.92
528275160,267169.84
528280230,207577.77
528290180,192599.81
528292030,266338.22
528292040,189423.31
528327070,346377.75
528344100,336954.44
528385050,236135.81
528427020,238473.83
528431020,243254.8
528435030,254819.02
528435050,282814.6
528441090,428033.88
528458040,239196.31
528458060,196617.42
528458140,278055.53
528477050,324387.22
528482130,227198.73
531363010,181229.66
531363030,175835.8
531369010,202001.8
531379050,233639.72
532353130,128341.76
532354160,122020.92
532354230,116005.97
532377130,129587.9
533135020,213609.73
533206020,246072.45
533210020,165115.44
533213010,207716.58
533213020,185782.38
533254110,186391.62
533352150,147234.25
534127170,163414.8
534128010,220196.56
534128100,156219.75
534128190,231676.97
534129080,206463.66
534129370,147109.06
534151120,237307.94
534226120,123670.336
534400050,167742.67
534402060,142687.97
534429150,165841.22
534450150,75728.81
534451110,112929.96
534475250,161396.23
534477110,156188.33
535101120,131490.86
535300120,159455.81
535354100,144006.78
535375010,82018.44
535383110,96019.016
535383120,69274.22
535402330,173289.23
535403190,146748.94
535426150,130558.945
535450070,132742.64
535450200,100978.484
535452140,105989.52
535453100,127486.375
902105060,119369.02
902109140,123345.945
902201110,126632.22
902326030,210081.33
902330040,189672.05
903200080,216127.52
903202170,138731.97
903227070,130982.97
903425245,173317.67
903430070,76714.79
903475100,118027.61
903481130,86713.93
904351200,117639.016
905101490,133923.53
905103070,125832.74
