PID,Sale_Price
909179020,231398.1
923202220,147184.3
535402330,178562.9
907425015,151252.0
903232090,148040.0
906380150,175320.9
914465055,233918.6
528108010,263905.2
527377110,181605.4
527328050,168072.7
902405120,121534.0
903236040,104615.6
528429080,269677.2
909281030,121180.7
535175050,142260.0
902427150,109298.4
528480160,194792.1
528477050,320614.1
535453160,123235.2
910202070,128582.2
528102110,421277.2
909452050,200216.6
531375140,150373.2
528142010,302961.3
528150120,352132.2
914474070,231840.1
528376010,320020.2
909276110,166166.9
528315080,280538.2
528186030,288427.6
528480130,216478.2
902201140,149401.4
535151080,140109.2
534201240,138175.8
923225240,136341.3
909282020,220949.4
535452090,122835.6
909428240,220508.8
534426110,143459.7
909451140,121557.0
923202134,133436.2
531450120,199857.2
907131060,170717.7
907275010,260313.7
906201130,308120.5
534451080,75758.8
527107130,186277.7
916225130,308024.7
908204180,77322.7
527252070,244237.6
909101010,138423.2
905351045,159735.4
923230040,156257.2
527450010,103165.0
534276180,125768.0
528228280,187905.1
535450220,126595.5
533221110,172448.4
909101330,46733.3
906223220,206982.0
527378020,157985.3
904301410,111271.8
527252080,298005.6
528431120,248854.2
527358120,157323.7
923228250,83976.9
528174070,195959.4
527357020,160791.8
535450190,122056.5
905104030,122284.7
916386010,206990.2
905377050,93270.1
906425045,145876.7
902101010,114191.4
534475100,127996.0
528188090,166878.4
528482030,253592.3
905105170,126873.0
905105190,139630.3
527165010,186979.5
902125160,74313.1
535325350,142153.8
535451110,138569.1
535152150,165768.3
528218050,171455.4
907285010,229841.6
909175050,197936.4
528174080,221363.6
533213120,167649.8
905352070,227687.8
908102160,127452.7
908102060,65588.2
527452190,142834.7
528250020,195461.1
531380080,241214.7
923230120,117128.3
535353130,116255.5
535154050,123367.4
535403280,145491.2
907203010,127236.2
535180070,135406.7
528429120,369926.8
904350045,102998.9
528110050,443488.3
924100050,145770.4
527212050,317425.4
911226030,84885.0
904301375,50003.4
907135080,162138.3
909253190,97999.1
923276260,149566.7
527455080,139948.8
534477030,139271.2
534477110,159743.2
908276150,83358.4
534128090,197155.4
527451200,87568.7
528188160,205313.4
532354160,128186.5
535354200,142129.5
533213030,261035.4
903452090,125719.5
534128050,157176.5
905478140,137557.9
911102180,84999.1
527368020,210714.0
905475270,105364.1
907420080,193382.4
534450110,52130.5
903458010,104903.4
902100030,76599.0
527453060,146587.0
534277070,124328.1
903230110,117426.0
916477010,360244.3
534426040,152632.6
906475110,209826.2
906380010,191563.4
535301160,133371.0
902205030,62778.6
528235160,213521.8
908275290,117887.0
527355280,196966.1
905351089,173952.7
528290120,181620.5
911102170,80676.9
903233180,128708.5
534400060,159148.2
535152010,129549.8
527403310,142796.6
534403440,158839.8
923202137,116729.9
905109130,280285.2
914476010,165196.7
526355080,366735.2
905426010,215948.7
902103120,133247.4
905225080,215779.0
533244040,325083.4
527452290,150928.4
909475070,200635.6
528150090,376861.2
535327230,113502.2
528144030,275660.5
907202050,150793.6
528477020,250720.4
528235090,210638.8
528275080,200944.4
907270040,285536.4
914478110,172331.7
923251160,109053.4
532353180,158237.6
535457020,149095.8
531452050,125124.6
906380220,231878.6
535353060,125811.5
905200290,153171.6
527164020,149179.0
923205015,166747.6
527358090,196387.8
535375050,136362.6
528344100,338055.9
903427040,158335.8
535382130,156805.9
906382030,236576.7
907200270,135135.8
528188120,167263.6
923426010,136380.7
528480070,268707.1
528235130,206222.8
916455010,200499.2
534125080,151398.6
527455100,140756.1
907255050,273732.6
531371070,194241.3
907405020,218960.2
526302030,162073.0
532377050,142492.6
535354050,132083.4
528366070,274351.2
528218080,179463.8
905475150,137920.9
903475100,120238.7
909475050,212875.4
527105050,180389.9
528102080,439240.9
909176170,159435.9
528320050,461534.6
904100090,161296.5
535454030,88669.1
528106010,407944.6
905200220,128934.7
535105060,170634.7
533250190,250874.2
534201230,135659.7
907130100,209442.2
907185050,198718.4
527365010,259716.6
902206220,154546.9
904100030,127380.3
535376010,98466.1
535150070,129457.8
534479240,153952.9
905377130,112423.3
535101020,163671.5
911370540,282645.0
528172070,229958.2
535477150,101944.4
909251090,220173.0
902206260,96191.3
907175080,221337.0
903430060,123926.9
527226020,140527.6
534451130,90653.5
907125080,152893.9
908102270,172743.2
527110080,177856.4
534178010,132400.5
908201120,110168.2
910205120,120100.4
905480180,124988.1
902401010,122795.4
904301110,117984.7
535101110,132190.1
907425030,148861.2
