PID,Sale_Price
909179020,226262.9
923202220,152057.3
535402330,175564.4
907425015,152862.6
903232090,148603.9
906380150,174042.0
914465055,230438.6
528108010,264845.8
527377110,179727.1
527328050,166902.5
902405120,122414.8
903236040,105690.2
528429080,269711.5
909281030,119521.0
535175050,141114.2
902427150,111627.8
528480160,199129.3
528477050,324592.1
535453160,124496.0
910202070,130781.4
528102110,436611.4
909452050,207492.8
531375140,151730.2
528142010,306456.5
528150120,345497.2
914474070,233482.9
528376010,322057.5
909276110,170209.2
528315080,279851.5
528186030,288418.8
528480130,220747.2
902201140,147439.0
535151080,140672.0
534201240,136504.7
923225240,135894.8
909282020,225647.5
535452090,123515.0
909428240,223703.6
534426110,143519.8
909451140,119353.9
923202134,135065.1
531450120,202001.0
907131060,168980.6
907275010,263615.1
906201130,304880.4
534451080,78975.0
527107130,191207.6
916225130,308821.8
908204180,77163.0
527252070,249004.0
909101010,134190.2
905351045,155503.4
923230040,154605.7
527450010,104078.4
534276180,123635.7
528228280,186852.9
535450220,122541.3
533221110,174119.8
909101330,47047.4
906223220,208936.6
527378020,155769.0
904301410,110577.7
527252080,303614.1
528431120,244411.0
527358120,159168.4
923228250,82219.6
528174070,196151.4
527357020,163682.8
535450190,117861.7
905104030,124056.4
916386010,202268.4
905377050,92539.0
906425045,152745.6
902101010,109404.8
534475100,130156.9
528188090,163736.5
528482030,258105.9
905105170,127263.5
905105190,139913.7
527165010,187920.4
902125160,73860.8
535325350,142163.8
535451110,133580.2
535152150,162394.7
528218050,169450.6
907285010,225288.0
909175050,201480.6
528174080,222560.0
533213120,168486.4
905352070,232888.7
908102160,125532.2
908102060,62087.3
527452190,144110.0
528250020,190951.0
531380080,239982.1
923230120,117584.7
535353130,115745.4
535154050,119670.2
535403280,147110.2
907203010,124380.5
535180070,136014.4
528429120,381484.3
904350045,100242.0
528110050,438488.4
924100050,147615.1
527212050,324210.3
911226030,79382.8
904301375,47323.8
907135080,160059.8
909253190,98988.5
923276260,146356.5
527455080,139619.6
534477030,133954.1
534477110,157902.1
908276150,84601.7
534128090,198554.1
527451200,87327.5
528188160,208154.8
532354160,125772.5
535354200,136909.9
533213030,257167.8
903452090,129612.5
534128050,156672.3
905478140,137123.0
911102180,85633.0
527368020,214295.3
905475270,105202.3
907420080,188886.6
534450110,54831.6
903458010,106366.0
902100030,73974.1
527453060,149309.8
534277070,128860.7
903230110,115338.9
916477010,365546.2
534426040,152616.3
906475110,207446.8
906380010,187245.0
535301160,129924.7
902205030,61714.9
528235160,213953.9
908275290,115845.7
527355280,199145.4
905351089,172917.8
528290120,182394.1
911102170,84666.2
903233180,128573.2
534400060,161527.4
535152010,130768.0
527403310,144264.9
534403440,161712.4
923202137,112765.7
905109130,278229.2
914476010,168770.0
526355080,368486.6
905426010,222221.4
902103120,129573.0
905225080,216127.1
533244040,338503.6
527452290,149534.6
909475070,205458.4
528150090,371211.4
535327230,112817.3
528144030,278985.4
907202050,154218.7
528477020,246563.6
528235090,207729.2
528275080,200052.6
907270040,279187.7
914478110,174994.6
923251160,109576.8
532353180,159430.1
535457020,144922.8
531452050,125193.9
906380220,227650.1
535353060,130508.3
905200290,152139.4
527164020,148886.0
923205015,164173.0
527358090,196742.9
535375050,132146.6
528344100,335938.0
903427040,153712.1
535382130,158330.2
906382030,233128.7
907200270,134517.2
528188120,162583.8
923426010,137818.5
528480070,274038.5
528235130,203279.0
916455010,199043.3
534125080,151146.3
527455100,141490.6
907255050,275308.2
531371070,195637.5
907405020,223067.9
526302030,164306.3
532377050,142709.5
535354050,131359.0
528366070,270513.9
528218080,179262.3
905475150,137396.6
903475100,121004.5
909475050,210545.4
527105050,184918.5
528102080,447329.1
909176170,163485.4
528320050,473349.6
904100090,159021.8
535454030,88280.9
528106010,411742.1
905200220,126012.0
535105060,165708.3
533250190,253997.0
534201230,136981.1
907130100,215363.4
907185050,204742.7
527365010,269551.2
902206220,152860.9
904100030,131883.3
535376010,102416.1
535150070,131614.9
534479240,151036.4
905377130,117191.7
535101020,164678.6
911370540,283245.1
528172070,235111.2
535477150,102940.9
909251090,215672.3
902206260,93175.8
907175080,224797.1
903430060,124155.3
527226020,142265.5
534451130,89498.1
907125080,153034.3
908102270,169486.1
527110080,174637.4
534178010,135207.1
908201120,105709.5
910205120,119660.8
905480180,125212.2
902401010,124296.0
904301110,116422.8
535101110,131313.3
907425030,151583.1
